Ticker,Name,Year,ISIN Number,SIC Code,GICS Industry,Country or Territory of Domicile,Number of Employees,Total Assets,R&D Expense,R&D Expense Adjusted,Operating Expenses R&D,Cash and Cash Equivalents,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Tobin's Q Ratio,Return on Assets,Return on Common Equity,Gross Margin
WWW UN Equity,Wolverine World Wide Inc,2018,US9780971035,3140,252030,US,3700,2183.1,0,0,0,143.1,9.3023,22.807,55.3571,1.9098,8.734,19.7148,41.1442
ASGN UN Equity,ASGN Inc,2018,US00191U1025,7363,202020,US,4300,2687.851,0,0,0,41.826,,8.7719,51.7857,1.625,7.0123,14.512,30.1093
GWW UN Equity,WW Grainger Inc,2018,US3848021040,5000,201070,US,24600,5873,0,0,0,538,41.0853,57.8947,66.0714,3.3586,13.3939,42.9798,38.7488
CBRL UW Equity,Cracker Barrel Old Country Store Inc,2018,US22410J1060,5812,253010,US,73000,1527.355,0,0,0,114.656,2.0833,17.5439,51.7857,2.9078,16.2411,43.971,14.4318
HAL UN Equity,Halliburton Co,2018,US4062161017,1389,101010,US,60000,25982,390,390,390,2008,46.5116,47.3684,75,1.5246,6.4856,18.5609,12.4443
HNI UN Equity,HNI Corp,2018,US4042511000,2522,202010,US,8900,1401.844,0,,,76.819,6.2016,14.0351,55.3571,1.6928,6.6856,17.3402,36.983
HOG UN Equity,Harley-Davidson Inc,2018,US4128221086,3751,251020,US,5900,10665.664,191.6,0,0,1203.766,34.8837,29.8246,55.3571,1.3444,5.1501,29.3763,36.1215
KELYA UW Equity,Kelly Services Inc,2018,US4881522084,7363,202020,US,1100,2314.4,0,0,0,35.3,26.3566,33.3333,66.0714,0.8395,0.976,1.9645,17.6318
LHX UN Equity,L3Harris Technologies Inc,2018,US5024311095,3812,201010,US,17500,9839,311,311,311,288,12.4031,40.3509,55.3571,2.4,7.2056,22.912,36.4122
NCLH UN Equity,Norwegian Cruise Line Holdings Ltd,2018,BMG667211046,4400,253010,US,33200,15205.97,0,0,0,163.851,12.4031,26.3158,51.7857,1.2146,6.5175,16.3043,67.2105
KNX UN Equity,Knight-Swift Transportation Holdings Inc,2018,US4990491049,4213,203040,US,22600,7911.885,0,0,0,82.486,1.5504,14.0351,51.7857,0.8575,5.3768,7.8377,22.0901
MLKN UW Equity,MillerKnoll Inc,2018,US6005441000,2520,202010,US,7681,1479.5,73.1,73.1,73.1,203.9,38.7597,35.0877,60.7143,1.8659,9.1966,20.4616,36.6622
PEAK UN Equity,Healthpeak Properties Inc,2018,US42250P1030,6798,601010,US,201,12718.553,,,,110.79,50.3876,59.6491,60.7143,1.5812,7.9165,18.824,
SON UN Equity,Sonoco Products Co,2018,US8354951027,2650,151030,US,23000,4583.465,23.2,23.2,23.2,120.389,31.0078,49.1228,66.0714,1.7686,6.8604,18.0927,19.3103
JRVR UW Equity,James River Group Holdings Ltd,2018,BMG5005R1079,6331,403010,BM,750,3136.776,,,,172.457,1.7857,8.3333,46.4286,1.1232,2.1661,9.093,
HP UN Equity,Helmerich & Payne Inc,2018,US4234521015,1381,101010,US,8780,6214.867,18.167,18.167,18.167,284.355,8.5271,21.0526,51.7857,1.5009,7.6283,11.3958,10.0856
HSY UN Equity,Hershey Co/The,2018,US4278661081,2060,302020,US,14930,7703.02,38.521,0,0,587.998,59.6899,59.6491,60.7143,3.7366,17.7655,101.7746,45.89
AAON UW Equity,AAON Inc,2018,US0003602069,3585,201020,US,2221,307.994,13.5,13.5,13.5,1.994,4.6512,19.2982,51.7857,6.1084,13.9983,17.3954,23.8584
FL UN Equity,Foot Locker Inc,2018,US3448491049,5661,255040,US,15141,3961,0,0,0,849,,14.0351,55.3571,1.8277,7.2811,10.8625,31.56
HRL UN Equity,Hormel Foods Corp,2018,US4404521001,2011,302020,US,20100,8142.292,33.8,0,0,459.136,24.031,54.386,66.0714,3.0129,13.3897,19.2117,20.7368
INN UN Equity,Summit Hotel Properties Inc,2018,US8660821005,6798,601010,US,57,2222.297,,,,44.088,6.9767,24.5614,51.7857,1.0682,4.1028,7.796,
ARCB UW Equity,ArcBest Corp,2018,US03937C1053,4213,203040,US,13000,1539.231,0,0,0,190.186,3.1008,29.8246,51.7857,1.1033,4.631,9.8035,31.6144
CNP UN Equity,CenterPoint Energy Inc,2018,US15189T1079,4911,551030,US,7977,27009,0,,,4231,28.2759,46.875,66.0714,1.2899,1.4795,6.0512,45.4717
LECO UW Equity,Lincoln Electric Holdings Inc,2018,US5339001068,3540,201060,US,11000,2349.825,54.168,0,0,358.849,30.2326,22.807,55.3571,2.7549,12.0708,31.5704,33.9594
HUM UN Equity,Humana Inc,2018,US4448591028,6324,351020,US,41600,25413,0,0,0,2343,36.4341,49.1228,60.7143,2.1284,6.4003,16.8275,19.3808
ITW UN Equity,Illinois Tool Works Inc,2018,US4523081093,3560,201060,US,48000,14870,233,233,233,1504,48.062,38.5965,60.7143,3.5765,16.1959,65.391,41.7389
TT UN Equity,Trane Technologies PLC,2018,IE00BK9ZQ967,3822,201020,IE,49000,17914.9,228.7,,,903.4,49.6124,47.3684,64.2857,1.8399,7.4129,18.8887,30.7668
AAT UN Equity,American Assets Trust Inc,2018,US0240131047,6798,601010,US,189,2198.25,,,,47.956,1.5504,8.7719,51.7857,1.4997,1.2203,2.4056,
AVD UN Equity,American Vanguard Corp,2018,US0303711081,2870,151010,US,624,593.587,26.428,,,6.168,,14.0351,55.3571,1.2092,4.2854,7.629,40.203
IPG UN Equity,Interpublic Group of Cos Inc/The,2018,US4606901001,7311,502010,US,54000,15620.3,0,0,0,673.4,34.8837,49.1228,60.7143,1.3534,4.37,26.8812,
CHEF UW Equity,Chefs' Warehouse Inc/The,2018,US1630861011,5141,301010,US,2316,732.398,0,0,0,42.41,5.4264,14.0351,51.7857,1.8605,2.8732,7.322,25.4081
TVTY UW Equity,Tivity Health Inc,2018,US88870R1023,8090,351020,US,500,482.079,0,0,0,1.933,,8.7719,51.7857,2.3472,17.6711,30.83,28.6303
IFF UN Equity,International Flavors & Fragrances Inc,2018,US4595061015,2860,151010,US,13209,12889.395,311.583,311.583,311.583,634.897,69.7674,47.3684,73.2143,1.6426,3.8575,8.7268,42.3052
NLSN UN Equity,Nielsen Holdings PLC,2018,GB00BWFY5505,7389,202020,US,46000,15179,0,0,0,524,36.4341,54.386,60.7143,1.3585,-4.4438,-20.079,56.9455
NGVT UN Equity,Ingevity Corp,2018,US45688C1071,2800,151010,US,1750,1315.2,21.5,21.5,21.5,77.5,28.6822,33.3333,51.7857,3.3955,15.0659,56.1235,36.7678
J UN Equity,Jacobs Engineering Group Inc,2018,US4698141078,1600,202020,US,74400,12645.795,0,0,0,634.87,10.8527,35.0877,51.7857,1.3974,1.6321,3.163,20.4026
NXRT UN Equity,NexPoint Residential Trust Inc,2018,US65341D1028,#N/A N/A,601010,US,2,1161.21,,,,19.864,1.5504,14.0351,55.3571,1.4544,-0.1452,-0.601,
AMEH UR Equity,Apollo Medical Holdings Inc,2018,US03763A2078,8742,351020,US,493,512.999,0,0,0,106.8915,1.5504,19.2982,46.4286,1.986,2.1592,6.3643,30.5392
ATNI UW Equity,ATN International Inc,2018,US00215F1075,4813,501010,US,1700,1107.304,0,0,0,191.836,1.5504,8.7719,51.7857,1.4057,1.7134,2.8632,74.6285
K UN Equity,Kellogg Co,2018,US4878361082,2040,302020,US,34000,17780,154,0,0,321,30.2326,35.0877,75,1.9609,7.8287,55.9113,34.886
UNFI UN Equity,United Natural Foods Inc,2018,US9111631035,5141,301010,US,10000,2964.472,0,0,0,23.315,16.2791,22.807,55.3571,0.9301,5.6629,9.3921,14.8901
CIEN UN Equity,Ciena Corp,2018,US1717793095,3661,452010,US,6013,3756.523,491.564,491.564,491.564,745.423,28.6822,22.807,51.7857,1.8018,-8.9434,-16.9561,42.4877
AZZ UN Equity,AZZ Inc,2018,US0024741045,3640,201040,US,3650,1028.209,0,0,0,20.853,3.1008,12.2807,51.7857,1.4816,4.5021,8.225,19.7807
KMB UN Equity,Kimberly-Clark Corp,2018,US4943681035,2670,303010,US,41000,14518,317,0,0,539,67.4419,49.1228,66.0714,3.7274,9.5049,,30.277
KIM UN Equity,Kimco Realty Corp,2018,US49446R1095,6798,601010,US,533,10999.1,,,,143.581,49.6124,38.5965,73.2143,1.187,4.3738,10.1286,
KSS UN Equity,Kohl's Corp,2018,US5002551043,5311,255030,US,33000,13389,0,0,0,1308,39.5833,38.5965,51.7857,1.3917,6.3717,16.2137,39.3746
KR UN Equity,Kroger Co/The,2018,US5010441013,5411,301010,US,449000,37197,0,0,0,347,36.4341,43.8596,60.7143,1.4999,5.1749,27.9844,22.2818
BHE UN Equity,Benchmark Electronics Inc,2018,US08160H1014,3672,452030,US,10500,1899.783,0,0,0,458.102,6.2016,14.0351,55.3571,0.8651,1.1383,1.8465,8.5952
BIO UN Equity,Bio-Rad Laboratories Inc,2018,US0905722072,3826,352030,US,8260,5611.068,199.196,198.188,199.196,431.526,13.1783,19.2982,51.7857,1.5168,7.398,10.5204,53.4264
LEG UN Equity,Leggett & Platt Inc,2018,US5246601075,2510,252010,US,22000,3382,0,0,0,268.1,9.3023,14.0351,55.3571,2.0408,8.8247,26.0651,20.8151
BKE UN Equity,Buckle Inc/The,2018,US1184401065,5651,255040,US,3000,538.116,0,0,0,165.086,,14.0351,51.7857,2.051,16.0483,21.8322,41.6062
LEN UN Equity,Lennar Corp,2018,US5260571048,1531,252010,US,11626,28566.181,,0,0,1558.458,3.876,19.2982,51.7857,0.9746,7.1688,14.9726,19.1637
JEF UN Equity,Jefferies Financial Group Inc,2018,US47233W1099,6211,402030,US,12700,47131.095,0,0,,5966.769,,8.7719,51.7857,0.9291,0.3723,1.6542,36.7504
BMI UN Equity,Badger Meter Inc,2018,US0565251081,3824,452030,US,1531,392.691,11.1,0,0,13.086,20.9302,28.0702,55.3571,3.8761,7.0855,9.567,37.4307
LLY UN Equity,Eli Lilly & Co,2018,US5324571083,2834,352020,US,33090,43908.4,5051.2,5051.2,5051.2,7320.7,41.0853,49.1228,69.6429,3.562,7.272,30.1761,78.2179
BRC UN Equity,Brady Corp,2018,US1046741062,3990,202010,US,6200,1056.931,45.253,45.253,45.253,181.427,6.2016,19.2982,37.5,2.1678,8.6429,12.5405,50.1163
BBWI UN Equity,Bath & Body Works Inc,2018,US0708301041,5621,255040,US,25200,8149,0,0,0,1515,19.7917,22.807,51.7857,2.7248,12.0473,,39.2574
LNC UN Equity,Lincoln National Corp,2018,US5341871094,6311,403010,US,11034,298147,,,,2345,46.4286,26.6667,57.1429,0.9873,0.5659,10.3625,
L UN Equity,Loews Corp,2018,US5404241086,6331,403010,US,12200,78316,,,,405,13.3929,21.6667,51.7857,0.9449,0.8056,3.372,
CATO UN Equity,Cato Corp/The,2018,US1492051065,5621,255040,US,10500,516.076,0,0,0,78.047,3.125,8.7719,51.7857,0.9159,1.5217,2.3563,34.9329
LOW UN Equity,Lowe's Cos Inc,2018,US5486611073,5211,255040,US,310000,35291,0,0,0,588,40.625,33.3333,66.0714,3.2207,9.8911,56.0169,32.6936
CAKE UW Equity,Cheesecake Factory Inc/The,2018,US1630721017,5812,253010,US,37600,1314.133,0,0,0,26.578,43.75,14.0351,51.7857,2.0497,7.4823,16.7206,17.0856
ESNT UN Equity,Essent Group Ltd,2018,BMG3198U1027,6351,401020,US,385,3149.971,,,,64.946,,18.3333,55.3571,1.3139,16.0486,21.7068,
WRB UN Equity,W R Berkley Corp,2018,US0844231029,6331,403010,US,7448,24895.977,,,,817.602,16.9643,31.6667,57.1429,1.1438,2.6049,11.8119,
MMC UN Equity,Marsh & McLennan Cos Inc,2018,US5717481023,6411,403010,US,66000,21578,0,0,0,1066,10.8527,29.8246,55.3571,2.514,7.8558,22.1923,
CASY UW Equity,Casey's General Stores Inc,2018,US1475281036,5500,301010,US,19288,3469.927,0,0,0,53.679,2.0833,8.7719,55.3571,1.6602,9.7967,25.8273,21.0865
MAS UN Equity,Masco Corp,2018,US5745991068,2430,201020,US,26000,5393,0,0,0,552,18.6047,24.5614,66.0714,2.6141,13.4914,,34.9714
ZYXI UW Equity,Zynex Inc,2018,US98986M1036,3845,351010,US,182,16.184,0.2,0.2,0.2,10.128,,14.0351,42.8571,6.2824,76.0722,132.8697,81.0822
FRC UN Equity,First Republic Bank/CA,2018,US33616C1009,6022,401010,US,4480,99205.204,,,,2811.159,4.4643,36.6667,62.5,1.0665,0.9133,10.9309,
CATY UW Equity,Cathay General Bancorp,2018,US1491501045,6022,401010,US,1277,16784.737,,,,225.333,1.7857,8.3333,51.7857,1.0344,1.677,13.2783,
MAT UW Equity,Mattel Inc,2018,US5770811025,3942,252020,US,27000,5238.225,205.368,524.288,524.288,594.481,12.4031,19.2982,55.3571,1.5312,-9.2936,-55.4262,39.8396
WLTW UW Equity,Willis Towers Watson PLC,2018,IE00BDB6Q211,6411,403010,GB,43000,32385,0,0,0,1033,,29.8246,51.7857,1.3004,2.1436,6.9577,
SPGI UN Equity,S&P Global Inc,2018,US78409V1044,7320,402030,US,21200,9441,0,0,0,1917,44.186,47.3684,69.6429,5.4155,20.7569,292.4571,72.8188
CBU UN Equity,Community Bank System Inc,2018,US2036071064,6021,401010,US,2661,10607.295,,,,211.834,,8.3333,55.3571,1.1202,1.5795,10.0708,
MDT UN Equity,Medtronic PLC,2018,IE00BTN1Y115,3845,351010,IE,86000,91393,2256,2256,2256,3669,25.5814,50.8772,60.7143,1.6496,3.246,6.1509,69.7292
CVS UN Equity,CVS Health Corp,2018,US1266501006,5912,351020,US,295000,196456,0,0,0,4059,41.8605,43.8596,71.4286,1.1355,-0.4074,-1.2386,16.2083
CENTA UW Equity,Central Garden & Pet Co,2018,US1535272058,5190,303010,US,5400,1907.209,0,0,0,482.106,,19.2982,51.7857,1.5919,7.6907,15.5647,30.486
MU UW Equity,Micron Technology Inc,2018,US5951121038,3674,453010,US,36000,43376,2141,2144,2141,6506,56.5891,42.1053,60.7143,1.6676,35.9157,55.4978,58.8694
CGNX UW Equity,Cognex Corp,2018,US1924221039,3823,452030,US,2124,1289.667,116.445,116.445,116.445,108.212,,3.5088,51.7857,5.2417,17.0145,19.657,74.446
MSI UN Equity,Motorola Solutions Inc,2018,US6200763075,3663,452010,US,16000,9409,637,637,637,1257,50.3876,47.3684,71.4286,3.1365,10.9667,,47.3921
EGHT UN Equity,8x8 Inc,2018,US2829141009,4813,451030,US,1225,277.209,34.797,34.797,34.797,31.703,,19.2982,51.7857,6.4574,-34.2017,-41.1912,75.9963
CHCO UW Equity,City Holding Co,2018,US1778351056,6021,401010,US,891,4899.012,,,,55.016,1.7857,3.3333,55.3571,1.1058,1.5502,12.5713,
MUR UN Equity,Murphy Oil Corp,2018,US6267171022,1311,101020,US,1108,11052.587,0,0,0,359.923,34.7107,26.5625,60.7143,0.9293,3.9314,8.7009,31.5025
CLH UN Equity,Clean Harbors Inc,2018,US1844961078,4955,202010,US,14200,3738.321,0,0,0,226.507,10.8527,19.2982,51.7857,1.4243,1.7632,5.5672,30.1412
LH UN Equity,Laboratory Corp of America Holdings,2018,US50540R4092,8071,351020,US,61000,16185.3,0,0,0,426.8,2.3256,24.5614,55.3571,1.3414,5.3789,12.83,28.0269
THC UN Equity,Tenet Healthcare Corp,2018,US88033G4073,8062,351020,US,115500,22409,0,0,0,411,1.5504,19.2982,51.7857,1.0837,0.4542,-34.657,
CMTL UW Equity,Comtech Telecommunications Corp,2018,US2058262096,3663,452010,US,1852,845.157,53.869,53.869,53.869,43.484,,14.0351,51.7857,1.3489,3.5498,6.0394,39.2473
NEM UN Equity,Newmont Corp,2018,US6516391066,1040,151040,US,12400,20715,153,153,153,3397,68.9922,63.1579,80.3571,1.3812,1.6489,3.2419,43.5682
COHU UW Equity,Cohu Inc,2018,US1925761066,3825,453010,US,3500,1134.002,56.434,56.434,56.434,164.46,6.9767,3.5088,48.2143,1.0866,-4.1405,-7.7049,35.2632
NKE UN Equity,NIKE Inc,2018,US6541061031,3021,252030,US,73100,22536,0,0,0,4249,62.5,38.5965,66.0714,5.6654,8.442,17.3995,43.8388
COLB UW Equity,Columbia Banking System Inc,2018,US1972361026,6022,401010,US,2137,13095.145,,,,260.18,1.7857,3.3333,55.3571,1.0477,1.3395,8.5848,
NI UN Equity,NiSource Inc,2018,US65473P1057,4931,551030,US,8087,21804,0,,,112.8,48.9655,54.6875,66.0714,1.2095,-0.2423,-1.4275,65.5626
DD UN Equity,DuPont de Nemours Inc,2018,US26614N1028,2821,151010,US,98000,187855,1070,1070,1070,8548,19.3798,33.3333,51.7857,1.144,2.0236,3.9512,32.2741
NSC UN Equity,Norfolk Southern Corp,2018,US6558441084,4011,203040,US,26662,36239,0,0,0,358,48.062,54.386,60.7143,1.6824,7.4107,16.8027,
MTZ UN Equity,MasTec Inc,2018,US5763231090,1623,201030,US,19000,4439.953,0,0,0,27.422,3.252,20.3125,51.7857,1.3812,6.1049,18.411,14.0404
CRUS UW Equity,Cirrus Logic Inc,2018,US1727551004,3674,453010,US,1596,1430.117,366.4,366.444,366.444,235.604,3.876,33.3333,55.3571,1.948,11.3937,14.0048,49.6491
ES UN Equity,Eversource Energy,2018,US30040W1080,4911,551010,US,7998,38241.256,0,,,108.068,53.1034,54.6875,80.3571,1.2386,2.7746,9.1525,62.8445
CRVL UW Equity,CorVel Corp,2018,US2210061097,6411,351020,US,3788,274.004,0,0,0,55.771,1.5504,19.2982,51.7857,3.8645,14.0149,23.0423,19.2089
NOC UN Equity,Northrop Grumman Corp,2018,US6668071029,3812,201010,US,85000,37653,764,764,764,1579,56.5891,63.1579,69.6429,1.8922,8.8732,42.1568,22.5652
FBK UN Equity,FB Financial Corp,2018,US30257X1046,6022,401010,US,1313,5136.764,,,,38.381,1.7857,18.3333,51.7857,1.0787,1.6268,12.6497,
CDK UW Equity,CDK Global Inc,2018,US12508E1010,7389,451030,US,8500,3008.4,115,0,0,804.4,1.5504,8.7719,55.3571,3.9344,12.9271,42.354,52.475
WFC UN Equity,Wells Fargo & Co,2018,US9497461015,6021,401010,US,259000,1895883,,,,23551,55.3571,48.3333,83.9286,1.0201,1.164,11.6712,
NUE UN Equity,Nucor Corp,2018,US6703461052,3312,151040,US,26800,17920.588,0,0,0,1398.886,44.9612,19.2982,60.7143,1.3371,13.9848,25.3781,17.1355
DGII UW Equity,Digi International Inc,2018,US2537981027,3576,452010,US,516,372.146,33.178,33.178,33.178,58.014,,14.0351,51.7857,1.1032,0.4547,0.5021,48.0641
OXY UN Equity,Occidental Petroleum Corp,2018,US6745991058,1311,101020,US,11000,43854,0,0,0,3033,60.3306,40.625,69.6429,1.5625,9.6204,19.6363,38.3752
DIOD UW Equity,Diodes Inc,2018,US2545431015,3674,453010,US,7710,1526.371,86.286,86.286,86.286,241.053,1.5504,3.5088,55.3571,1.4512,6.9001,11.8007,35.855
OMC UN Equity,Omnicom Group Inc,2018,US6819191064,7311,502010,US,70400,24617,0,0,0,3652.4,22.4806,28.0702,60.7143,1.5627,5.354,51.3502,
OKE UN Equity,ONEOK Inc,2018,US6826801036,4923,101020,US,2684,18231.671,0,0,0,11.975,43.8017,56.25,64.2857,1.8569,6.5666,19.0066,14.5703
MRNA UW Equity,Moderna Inc,2018,US60770K1079,2836,352010,US,700,1962.149,454.082,454.082,454.082,658.364,4.6512,22.807,51.7857,2.7789,-25.2563,,
FHB UW Equity,First Hawaiian Inc,2018,US32051X1081,6022,401010,US,2155,20695.678,,,,396.836,7.1429,16.6667,51.7857,1.0247,1.2821,10.4557,
LCII UN Equity,LCI Industries,2018,US50189K1034,3714,251010,US,10260,1243.893,16,16,16,14.928,1.5504,19.2982,51.7857,1.7673,13.5678,21.8618,21.0171
WEN UW Equity,Wendy's Co/The,2018,US95058W1009,5810,253010,US,12500,4292.035,0,0,0,431.405,16.6667,22.807,51.7857,1.691,10.9695,75.3267,65.4962
EGP UN Equity,EastGroup Properties Inc,2018,US2772761019,6798,601010,US,72,2131.705,,,,0.374,1.5504,3.5088,51.7857,2.1471,4.3333,10.7116,
PH UN Equity,Parker-Hannifin Corp,2018,US7010941042,3490,201060,US,57170,15320.087,327.877,327.877,327.877,822.137,17.8295,22.807,55.3571,1.9645,6.8861,19.0766,24.9234
PPL UN Equity,PPL Corp,2018,US69351T1060,4911,551010,US,12444,43396,0,,,621,46.8966,51.5625,69.6429,1.184,4.3052,16.2816,80.167
EZPW UW Equity,EZCORP Inc,2018,US3023011063,5900,402020,US,,1241.78,0,0,0,285.311,3.125,17.5439,51.7857,0.8722,3.2903,5.3066,59.2929
EXPO UW Equity,Exponent Inc,2018,US30214U1025,8742,202020,US,1122,468.936,0,0,0,127.059,,3.5088,51.7857,5.8129,15.9058,23.965,36.7796
COP UN Equity,ConocoPhillips,2018,US20825C1045,2911,101020,US,10800,69980,78,0,0,5915,61.157,54.6875,69.6429,1.5578,8.7302,20.0077,27.2016
FNB UN Equity,FNB Corp/PA,2018,US3025201019,6021,401010,US,3880,33102,,,,451,1.7857,3.3333,55.3571,0.9606,1.1562,8.2998,
PHM UN Equity,PulteGroup Inc,2018,US7458671010,1531,252010,US,5086,10172.976,0,0,0,1110.088,,19.2982,55.3571,1.2344,10.2925,22.5335,23.2954
MYRG UW Equity,MYR Group Inc,2018,US55405W1045,1623,201030,US,5500,748.755,0,0,0,7.507,3.876,19.2982,58.9286,1.1919,4.5968,10.1921,10.9106
PNW UN Equity,Pinnacle West Capital Corp,2018,US7234841010,4911,551010,US,6300,17664.202,0,,,5.766,51.7241,29.6875,66.0714,1.245,2.9469,9.9915,70.8468
LNTH UQ Equity,Lantheus Holdings Inc,2018,US5165441032,2835,351010,US,488,439.831,17.071,17.071,17.071,113.401,1.5504,19.2982,51.7857,2.2073,9.8382,85.9406,50.9313
FELE UW Equity,Franklin Electric Co Inc,2018,US3535141028,3621,201060,US,5600,1182.365,22.1,0,0,59.173,1.5504,8.7719,55.3571,2.0594,8.9434,14.6497,33.3069
PBI UN Equity,Pitney Bowes Inc,2018,US7244791007,3579,202010,US,13300,5938.419,58.523,58.523,58.523,867.262,31.7829,54.386,57.1429,1.1697,3.8331,166.9952,45.6364
FFBC UW Equity,First Financial Bancorp,2018,US3202091092,6021,401010,US,2073,13986.66,,,,236.221,1.7857,13.3333,51.7857,1.0174,1.5085,11.4722,
FBP UN Equity,First BanCorp/Puerto Rico,2018,PR3186727065,6022,401010,PR,2643,12243.561,,,,578.613,,18.3333,55.3571,0.9885,1.6455,10.3567,
PNC UN Equity,PNC Financial Services Group Inc/The,2018,US6934751057,6021,401010,US,50928,382315,,,,5608,41.0714,51.6667,66.0714,1.0162,1.3894,11.1548,
FICO UN Equity,Fair Isaac Corp,2018,US3032501047,7389,451030,US,3668,1330.467,128.383,128.383,128.383,90.023,,19.2982,51.7857,5.7682,9.7817,35.4304,68.7148
PPG UN Equity,PPG Industries Inc,2018,US6935061076,2851,151010,US,47300,16015,441,441,441,902,51.938,43.8596,60.7143,2.2165,8.2389,26.3251,41.4531
FMBI UW Equity,First Midwest Bancorp Inc/IL,2018,US3208671046,6021,401010,US,2046,15505.649,,,,211.189,1.7857,3.3333,55.3571,1.0034,1.0673,7.9879,
PGR UN Equity,Progressive Corp/The,2018,US7433151039,6331,403010,US,37346,46575,,,,69.5,12.5,13.3333,55.3571,1.5337,6.1337,26.4512,
PEG UN Equity,Public Service Enterprise Group Inc,2018,US7445731067,4931,551030,US,13145,45326,0,,,177,39.3103,54.6875,75,1.2616,3.2666,10.1899,66.7389
FUL UN Equity,HB Fuller Co,2018,US3596941068,2891,151010,US,6479,4176.314,35.534,35.534,35.534,150.793,11.6279,33.3333,55.3571,1.3158,4.0051,15.5345,27.2331
MMI UN Equity,Marcus & Millichap Inc,2018,US5663241090,6531,601020,US,831,566.38,,,,214.683,,3.5088,51.7857,2.6295,17.0084,24.0888,
FULT UW Equity,Fulton Financial Corp,2018,US3602711000,6021,401010,US,3500,20682.152,,,,103.436,1.7857,13.3333,55.3571,1.0187,1.0236,9.3086,
RHI UN Equity,Robert Half International Inc,2018,US7703231032,7363,202020,US,18900,1903.097,0,0,0,276.579,13.1783,38.5965,51.7857,4.0204,23.0358,40.0549,41.55
GBCI UW Equity,Glacier Bancorp Inc,2018,US37637Q1058,6022,401010,US,2623,12115.484,,,,161.782,1.7857,18.3333,51.7857,1.1513,1.6669,13.3985,
GVA UN Equity,Granite Construction Inc,2018,US3873281071,1600,201030,US,2700,2427.15,0,0,0,272.804,3.876,17.5439,55.3571,1.262,0.0271,0.0532,10.1867
R UN Equity,Ryder System Inc,2018,US7835491082,7510,203040,US,39600,13347.808,0,0,0,68.111,37.2093,38.5965,66.0714,1.0016,2.2942,10.5453,18.8928
GNTX UW Equity,Gentex Corp,2018,US3719011096,3714,251010,US,5707,2085.4341,107.1349,107.1349,107.1349,217.0253,39.5349,24.5614,51.7857,2.6204,19.7356,22.3908,37.6468
EIX UN Equity,Edison International,2018,US2810201077,4911,551010,US,12574,56715,0,,,144,36.5517,51.5625,75,1.1417,-0.5526,-3.8229,57.2885
HVT UN Equity,Haverty Furniture Cos Inc,2018,US4195961010,5712,255040,US,3418,440.179,0,0,0,71.537,,14.0351,55.3571,1.2609,6.7236,10.657,54.6073
SLB UN Equity,Schlumberger NV,2018,AN8068571086,1389,101010,US,100000,70507,702,702,702,1433,48.8372,61.4035,69.6429,1.1948,3.0008,5.8572,13.2165
PNTG UW Equity,Pennant Group Inc/The,2018,US70805E1091,8000,351020,US,,,,,,,,,,,,,
HWC UW Equity,Hancock Whitney Corp,2018,US4101201097,6022,401010,US,3933,28235.907,,,,383.372,15.1786,21.6667,55.3571,0.996,1.1652,10.6545,
SCHW UN Equity,Charles Schwab Corp/The,2018,US8085131055,6211,402030,US,19500,296482,,,,27938,8.0357,13.3333,51.7857,1.12,1.2995,19.8776,
SHW UN Equity,Sherwin-Williams Co/The,2018,US8243481061,5200,151010,US,53368,19134.3,51.9,0,0,155.5,54.2636,43.8596,60.7143,2.7198,5.6807,30.0518,42.3086
HCSG UW Equity,Healthcare Services Group Inc,2018,US4219061086,8050,202010,US,55000,692.603,0,0,0,26.025,,17.5439,51.7857,4.6494,12.2057,19.8694,11.79
SJM UN Equity,J M Smucker Co/The,2018,US8326964058,2033,302020,US,7000,15301.2,56,0,0,192.6,34.1085,28.0702,60.7143,1.331,8.6526,18.069,38.5492
HELE UW Equity,Helen of Troy Ltd,2018,BMG4388N1065,3634,252010,US,1489,1623.717,0,0,0,20.738,1.5504,19.2982,51.7857,1.8491,2.5865,4.3677,41.3295
SNA UN Equity,Snap-on Inc,2018,US8330341012,3420,201060,US,12600,5373.1,61.2,0,0,140.9,14.7287,19.2982,58.9286,1.9162,12.8015,22.466,51.5944
HNGR UN Equity,Hanger Inc,2018,US41043F2083,8093,351020,US,4600,703.01,0,0,0,95.114,2.3256,22.807,51.7857,2.0264,-0.1277,-92.3186,67.7698
SO UN Equity,Southern Co/The,2018,US8425871071,4911,551010,US,30286,116914,0,,,1396,35.8621,42.1875,66.0714,1.1638,1.9674,9.1062,66.1502
TFC UN Equity,Truist Financial Corp,2018,US89832Q1094,6021,401010,US,35852,225697,,,,2753,11.6071,41.6667,55.3571,1.03,1.4472,11.6016,
